Kaptive version	Database name	Database version	Assembly	Best match locus	Best match type	Match confidence	Problems	Identity	Coverage	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details	Truncated genes, details	Extra genes, details
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006492795.1_ASM649279v1_genomic	KL18	unknown	Typeable		99.80%	100.00%	-1	19 / 19 (100.00%)	KL18_01_wzc,100.00%,100.00%;KL18_14_gdr,100.00%,100.00%;KL18_17_gpi,98.56%,100.00%;KL18_09_wzy_KL17,99.54%,100.00%;KL18_19_pgm,99.34%,100.00%;KL18_04_gna1,100.00%,100.00%;KL18_06_wzx_KL17,100.00%,100.00%;KL18_16_ugd,99.52%,100.00%;KL18_13_qhbB,100.00%,100.00%;KL18_10_gtr40,99.75%,100.00%;KL18_03_wza,100.00%,100.00%;KL18_08_gtr39,100.00%,100.00%;KL18_05_gne2,100.00%,100.00%;KL18_18_gne1,100.00%,100.00%;KL18_07_alt1,100.00%,100.00%;KL18_15_galU,100.00%,100.00%;KL18_12_qhbC,100.00%,100.00%;KL18_11_itrA1,99.51%,100.00%;KL18_02_wzb,100.00%,100.00%	?	0		0 / 19 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006492805.1_ASM649280v1_genomic	KL234	unknown	Untypeable	+-	99.85%	95.89%	-1513	24 / 31 (77.42%)	KL234_26_gdr,100.00%,100.00%;KL234_29_gpi,100.00%,100.00%;KL234_16_gtr59,99.62%,100.00%;KL234_31_pgm,98.91%,100.00%;KL234_28_ugd,100.00%,100.00%;KL234_22_gtr31,100.00%,100.00%;KL234_17_wzx_KL12,97.76%,99.83%;KL234_06_lgaA,99.75%,100.00%;KL234_21_fnlC,100.00%,100.00%;KL234_20_fnlB,100.00%,100.00%;KL234_18_gtr30,99.73%,100.00%;KL234_09_lgaD,100.00%,100.00%;KL234_08_lgaC,99.48%,100.00%;KL234_11_lgaF,100.00%,100.00%;KL234_19_fnlA,100.00%,100.00%;KL234_24_itrB3,100.00%,100.00%;KL234_23_fnr1,100.00%,100.00%;KL234_14_aciC,100.00%,100.00%;KL234_27_galU,100.00%,100.00%;KL234_15_aciD,100.00%,100.00%;KL234_13_aciB,100.00%,100.00%;KL234_12_aciA,100.00%,100.00%;KL234_10_lgaE,100.00%,100.00%;KL234_25_atr7,100.00%,100.00%	?	7	KL212_01_wzc,100.00%,100.00%;KL75_04_gna2,100.00%,100.00%;KL212_06_lgaB,100.00%,100.00%;KL75_03_wza,100.00%,100.00%;KL13_17_wzy_KL13,100.00%,100.00%;KL212_29_gne1,100.00%,100.00%;KL97_02_wzb,100.00%,100.00%	0 / 31 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006492855.1_ASM649285v1_genomic	KL136	unknown	Typeable		100.00%	100.00%	0	27 / 27 (100.00%)	KL136_01_wzc,100.00%,100.00%;KL136_25_gpi,100.00%,100.00%;KL136_27_pgm,100.00%,100.00%;KL136_14_wzy_KL78,100.00%,100.00%;KL136_04_gna2,100.00%,100.00%;KL136_24_ugd,100.00%,100.00%;KL136_12_wzx_KL8,100.00%,100.00%;KL136_05_lgaA,100.00%,100.00%;KL136_07_lgaC,100.00%,100.00%;KL136_06_lgaB,100.00%,100.00%;KL136_15_gtr19,100.00%,100.00%;KL136_03_wza,100.00%,100.00%;KL136_18_fnlC,100.00%,100.00%;KL136_17_fnlB,100.00%,100.00%;KL136_08_lgaH,100.00%,100.00%;KL136_19_gtr20,100.00%,100.00%;KL136_16_fnlA,100.00%,100.00%;KL136_26_gne1,100.00%,100.00%;KL136_21_itrB2,100.00%,100.00%;KL136_13_gtr209,100.00%,100.00%;KL136_20_qnr3,100.00%,100.00%;KL136_23_galU,100.00%,100.00%;KL136_10_lgaF,100.00%,100.00%;KL136_11_lgaG,100.00%,100.00%;KL136_09_lgaI,100.00%,100.00%;KL136_22_itrA3,100.00%,100.00%;KL136_02_wzb,100.00%,100.00%	?	0		0 / 27 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006492865.1_ASM649286v1_genomic	KL81	K2	Typeable	+-	99.79%	92.48%	-1967	21 / 23 (91.30%)	KL81_01_wzc,100.00%,100.00%;KL81_20_gpi,99.10%,100.00%;KL81_12_kpsS1,100.00%,100.00%;KL81_04_gna2,99.53%,100.00%;KL81_19_ugd,99.76%,100.00%;KL81_11_wzx_KL2,100.00%,100.00%;KL81_06_psaB,100.00%,100.00%;KL81_03_wza,100.00%,100.00%;KL81_08_psaD,100.00%,100.00%;KL81_10_psaF,100.00%,100.00%;KL81_05_psaA,100.00%,100.00%;KL81_21_gne1,99.40%,98.14%;KL81_13_wzy_KL2,100.00%,100.00%;KL81_16_gtr5,100.00%,100.00%;KL81_15_gtr4,100.00%,100.00%;KL81_18_galU,100.00%,100.00%;KL81_07_psaC,100.00%,100.00%;KL81_14_gtr3,100.00%,100.00%;KL81_09_psaE,100.00%,100.00%;KL81_17_itrA2,98.07%,100.00%;KL81_02_wzb,100.00%,100.00%	?	1	KL6_21_pgm,99.56%,100.00%	0 / 23 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006492885.1_ASM649288v1_genomic	KL168	unknown	Untypeable	+-	98.65%	95.72%	-1113	15 / 23 (65.22%)	KL168_01_wzc,94.79%,100.00%;KL168_04_gna1,100.00%,100.00%;KL168_06_wzx_KL9,100.00%,100.00%;KL168_18_ugd,99.29%,100.00%;KL168_08_gtr21,99.75%,100.00%;KL168_09_gtr22,100.00%,100.00%;KL168_12_fnlC,100.00%,100.00%;KL168_11_fnlB,99.73%,100.00%;KL168_10_fnlA,100.00%,100.00%;KL168_13_gtr20,100.00%,100.00%;KL168_05_gne2,99.71%,100.00%;KL168_15_itrB2,98.52%,100.00%;KL168_07_wzy_KL9,100.00%,100.00%;KL168_14_qnr3,99.04%,100.00%;KL168_16_itrA3,100.00%,100.00%	?	6	KL72_20_gpi,100.00%,100.00%;KL107_19_pgm,99.78%,100.00%;KL56_03_wza,100.00%,100.00%;KL72_21_gne1,100.00%,100.00%;KL72_18_galU,100.00%,100.00%;KL2_02_wzb,100.00%,100.00%	0 / 23 (0.00%)		4	KL144_08_rmlB,90.88%,98.78%;KL114_11_rmlA,92.86%,98.99%;KL38_10_rmlD,82.55%,100.00%,below_id_threshold;KL85_11_rmlC,93.37%,98.73%		
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006492905.1_ASM649290v1_genomic	KL150	unknown	Typeable	+	99.00%	100.00%	0	19 / 19 (100.00%)	KL150_01_wzc,100.00%,100.00%;KL150_18_gpi,100.00%,100.00%;KL150_08_wzx_KL50,100.00%,100.00%;KL150_20_pgm,100.00%,100.00%;KL150_04_gna3,100.00%,100.00%;KL150_17_ugd,100.00%,100.00%;KL150_12_wzy_KL50,100.00%,100.00%;KL150_11_gtr101,100.00%,100.00%;KL150_03_wza,100.00%,100.00%;KL150_07_dgaC,100.00%,100.00%;KL150_10_dmaA1,100.00%,100.00%;KL150_13_gtr102,100.00%,100.00%;KL150_19_gne1,100.00%,100.00%;KL150_05_dgaA,100.00%,100.00%;KL150_16_galU,100.00%,100.00%;KL150_14_gtr5,100.00%,100.00%;KL150_15_itrA2,100.00%,100.00%;KL150_06_dgaB,100.00%,100.00%;KL150_02_wzb,100.00%,100.00%	?	1	KL50_09_atr14,100.00%,100.00%	0 / 19 (0.00%)		4	KL144_08_rmlB,90.88%,98.78%;KL114_11_rmlA,92.86%,98.99%;KL38_10_rmlD,82.55%,100.00%,below_id_threshold;KL85_11_rmlC,93.37%,98.73%		
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006492925.1_ASM649292v1_genomic	KL52	K52	Typeable		100.00%	100.00%	0	17 / 17 (100.00%)	KL52_01_wzc,100.00%,100.00%;KL52_16_pgt1,100.00%,100.00%;KL52_14_gpi,100.00%,100.00%;KL52_17_pgm,100.00%,100.00%;KL52_04_gna2,100.00%,100.00%;KL52_13_ugd,100.00%,100.00%;KL52_06_wzx_KL52,100.00%,100.00%;KL52_03_wza,100.00%,100.00%;KL52_05_mnaA3,100.00%,100.00%;KL52_09_gtr108,100.00%,100.00%;KL52_08_wzy_KL52,100.00%,100.00%;KL52_15_gne1,100.00%,100.00%;KL52_07_gtr107,100.00%,100.00%;KL52_10_gtr5,100.00%,100.00%;KL52_12_galU,100.00%,100.00%;KL52_11_itrA2,100.00%,100.00%;KL52_02_wzb,100.00%,100.00%	?	0		0 / 17 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006492945.1_ASM649294v1_genomic	KL95	K95	Untypeable	?+-	98.83%	96.66%	n/a	13 / 22 (59.09%)	KL95_05_rmlB,96.03%,100.00%;KL95_08_qdtB,97.17%,95.07%;KL95_07_qdtE,97.19%,100.00%;KL95_06_rmlA,98.97%,100.00%;KL95_22_pgm,99.34%,100.00%;KL95_18_ugd,98.34%,100.00%;KL95_03_wza,100.00%,100.00%;KL95_14_gtr25,97.10%,100.00%;KL95_20_gne1,98.53%,100.00%;KL95_15_gtr5,98.19%,100.00%;KL95_17_galU,98.63%,100.00%;KL95_16_itrA2,98.55%,100.00%;KL95_02_wzb,100.00%,100.00%	?	8	KL116_01_wzc,98.91%,100.00%;KL127_16_pgt1,100.00%,100.00%;KL128_14_gpi,100.00%,100.00%;KL14_07_wzy_KL14,100.00%,100.00%;KL14_05_wzx_KL14,99.30%,100.00%;KL116_04_gna2,99.77%,100.00%;KL14_08_gtr33,100.00%,100.00%;KL134_06_gtr32,99.37%,100.00%	0 / 22 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006492965.1_ASM649296v1_genomic	KL42	K42	Typeable	+-	98.98%	100.00%	0	19 / 20 (95.00%)	KL42_01_wzc,98.90%,100.00%;KL42_18_gpi,100.00%,100.00%;KL42_12_kpsS2,100.00%,100.00%;KL42_04_gna2,100.00%,100.00%;KL42_17_ugd,100.00%,100.00%;KL42_11_wzx_KL33,100.00%,100.00%;KL42_06_psaB,100.00%,100.00%;KL42_03_wza,100.00%,100.00%;KL42_08_psaG,100.00%,100.00%;KL42_10_psaF,100.00%,100.00%;KL42_19_gne1,100.00%,100.00%;KL42_05_psaA,100.00%,100.00%;KL42_13_wzy_KL42,100.00%,100.00%;KL42_09_psaH,100.00%,100.00%;KL42_16_galU,100.00%,100.00%;KL42_14_gtr5,100.00%,100.00%;KL42_07_psaC,100.00%,100.00%;KL42_15_itrA2,100.00%,100.00%;KL42_02_wzb,100.00%,100.00%	?	1	KL163_23_pgm,100.00%,99.56%	0 / 20 (0.00%)		4	KL144_08_rmlB,90.88%,98.78%;KL114_11_rmlA,92.86%,98.99%;KL38_10_rmlD,82.55%,100.00%,below_id_threshold;KL85_11_rmlC,93.92%,98.73%		
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006492985.1_ASM649298v1_genomic	KL116	K116	Untypeable	+-	98.50%	100.00%	0	11 / 17 (64.71%)	KL116_01_wzc,98.50%,100.00%;KL116_16_pgt1,97.55%,99.67%;KL116_05_wzx_KL14,99.77%,100.00%;KL116_04_gna2,99.53%,100.00%;KL116_08_wzy_KL37,100.00%,100.00%;KL116_09_gtr25,100.00%,100.00%;KL116_07_gtr76,100.00%,100.00%;KL116_06_gtr75,100.00%,100.00%;KL116_15_gne1,98.53%,100.00%;KL116_10_gtr5,99.64%,100.00%;KL116_11_itrA2,100.00%,100.00%	?	6	KL176_14_gpi,100.00%,100.00%;KL52_17_pgm,100.00%,100.00%;KL176_13_ugd,99.76%,100.00%;KL10_03_wza,99.75%,100.00%;KL176_12_galU,99.32%,100.00%;KL69_02_wzb,100.00%,100.00%	0 / 17 (0.00%)		4	KL144_08_rmlB,90.88%,98.78%;KL114_11_rmlA,92.86%,98.99%;KL38_10_rmlD,82.55%,100.00%,below_id_threshold;KL85_11_rmlC,93.92%,98.73%		
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006493005.1_ASM649300v1_genomic	KL158	unknown	Typeable		100.00%	100.00%	0	20 / 20 (100.00%)	KL158_01_wzc,100.00%,100.00%;KL158_19_pgt1,100.00%,100.00%;KL158_18_gpi,100.00%,100.00%;KL158_20_pgm,100.00%,100.00%;KL158_04_gna2,100.00%,100.00%;KL158_17_ugd,100.00%,100.00%;KL158_09_wzx_KL158,100.00%,100.00%;KL158_03_wza,100.00%,100.00%;KL158_12_wzy_KL158,100.00%,100.00%;KL158_11_gtr234,100.00%,100.00%;KL158_05_rmlB,100.00%,100.00%;KL158_10_gtr233,100.00%,100.00%;KL158_06_rmlD,100.00%,100.00%;KL158_07_rmlA,100.00%,100.00%;KL158_13_gtr235,100.00%,100.00%;KL158_16_galU,100.00%,100.00%;KL158_14_gtr157,100.00%,100.00%;KL158_15_itrA3,100.00%,100.00%;KL158_08_rmlC,100.00%,100.00%;KL158_02_wzb,100.00%,100.00%	?	0		0 / 20 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006493035.1_ASM649303v1_genomic	KL81	K2	Untypeable	?*	99.05%	99.47%	n/a	23 / 23 (100.00%)	KL81_22_pgt1,100.00%,100.00%;KL81_23_pgm,100.00%,100.00%;KL81_01_wzc,100.00%,100.00%;KL81_20_gpi,100.00%,100.00%;KL81_12_kpsS1,100.00%,100.00%;KL81_04_gna2,100.00%,100.00%;KL81_19_ugd,99.76%,100.00%;KL81_11_wzx_KL2,100.00%,100.00%;KL81_06_psaB,100.00%,100.00%;KL81_03_wza,100.00%,100.00%;KL81_08_psaD,100.00%,100.00%;KL81_10_psaF,100.00%,100.00%;KL81_21_gne1,100.00%,100.00%;KL81_05_psaA,100.00%,100.00%;KL81_13_wzy_KL2,100.00%,100.00%;KL81_18_galU,100.00%,100.00%;KL81_16_gtr5,100.00%,100.00%;KL81_15_gtr4,100.00%,100.00%;KL81_07_psaC,100.00%,100.00%;KL81_17_itrA2,100.00%,100.00%;KL81_14_gtr3,81.58%,100.00%,below_id_threshold;KL81_09_psaE,100.00%,100.00%;KL81_02_wzb,100.00%,100.00%	?	0		0 / 23 (0.00%)		4	KL144_08_rmlB,90.88%,98.78%;KL114_11_rmlA,92.86%,98.99%;KL38_10_rmlD,82.55%,100.00%,below_id_threshold;KL86_12_rmlC,92.70%,96.74%		
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006493045.1_ASM649304v1_genomic	KL19	K19-Wzy/Atr25-GI1	Typeable		99.92%	100.00%	1	17 / 17 (100.00%)	KL19_01_wzc,99.86%,100.00%;KL19_12_gdr,100.00%,100.00%;KL19_15_gpi,100.00%,100.00%;KL19_17_pgm,100.00%,100.00%;KL19_04_gna1,100.00%,100.00%;KL19_14_ugd,100.00%,100.00%;KL19_06_wzx_KL19,100.00%,100.00%;KL19_11_qhbB,100.00%,100.00%;KL19_08_gtr2,100.00%,100.00%;KL19_03_wza,100.00%,100.00%;KL19_07_gtr41,99.73%,100.00%;KL19_05_gne2,100.00%,100.00%;KL19_16_gne1,99.71%,100.00%;KL19_13_galU,99.25%,100.00%;KL19_10_qhbC,100.00%,100.00%;KL19_09_itrA1,100.00%,100.00%;KL19_02_wzb,100.00%,100.00%	?	0		0 / 17 (0.00%)		0			wzy-GI1,100.00%,100.00%;atr25-GI,100.00%,100.00%
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006493645.1_ASM649364v1_genomic	KL25	K25	Untypeable	*	99.71%	100.00%	6	19 / 19 (100.00%)	KL25_01_wzc,100.00%,100.00%;KL25_14_gdr,100.00%,100.00%;KL25_17_gpi,100.00%,100.00%;KL25_19_pgm,100.00%,100.00%;KL25_04_gna2,100.00%,100.00%;KL25_16_ugd,100.00%,100.00%;KL25_06_mnaB,100.00%,100.00%;KL25_09_wzy_KL25,100.00%,100.00%;KL25_07_wzx_KL25,100.00%,100.00%;KL25_13_qhbB,98.95%,100.00%;KL25_03_wza,100.00%,100.00%;KL25_05_mnaA,100.00%,100.00%;KL25_18_gne1,100.00%,100.00%;KL25_10_gtr52,80.00%,100.00%,below_id_threshold;KL25_08_gtr51,95.83%,100.00%;KL25_15_galU,100.00%,100.00%;KL25_12_qhbA,100.00%,100.00%;KL25_11_itrA1,100.00%,99.44%;KL25_02_wzb,100.00%,100.00%	?	0		0 / 19 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006493655.1_ASM649365v1_genomic	KL22	K3	Typeable		99.97%	100.00%	0	21 / 21 (100.00%)	KL22_01_wzc,100.00%,100.00%;KL22_20_pgt1,100.00%,100.00%;KL22_18_gpi,100.00%,100.00%;KL22_08_wzx_KL3,100.00%,100.00%;KL22_21_pgm,100.00%,100.00%;KL22_04_gna3,100.00%,100.00%;KL22_17_ugd,100.00%,100.00%;KL22_10_gtr6,100.00%,100.00%;KL22_03_wza,100.00%,100.00%;KL22_11_gtr7,100.00%,100.00%;KL22_07_dgaC,100.00%,100.00%;KL22_12_wzy_KL3,100.00%,100.00%;KL22_13_gtr8,100.00%,100.00%;KL22_19_gne1,100.00%,100.00%;KL22_05_dgaA,100.00%,100.00%;KL22_16_galU,100.00%,100.00%;KL22_14_gtr9,100.00%,100.00%;KL22_15_itrA2,100.00%,100.00%;KL22_06_dgaB,100.00%,100.00%;KL22_09_atr2,100.00%,100.00%;KL22_02_wzb,99.30%,100.00%	?	0		0 / 21 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006493685.1_ASM649368v1_genomic	KL24	K24-Wzy-GI2	Typeable	+-	99.88%	100.00%	1	20 / 21 (95.24%)	KL24_01_wzc,100.00%,100.00%;KL24_18_gpi,100.00%,100.00%;KL24_20_pgt1,97.88%,99.67%;KL24_04_gna2,100.00%,100.00%;KL24_09_wzx_KL10,99.77%,100.00%;KL24_17_ugd,100.00%,100.00%;KL24_14_gtr50,100.00%,100.00%;KL24_08_fdtB,100.00%,100.00%;KL24_13_gtr49,100.00%,100.00%;KL24_03_wza,100.00%,100.00%;KL24_11_gtr48,100.00%,100.00%;KL24_05_rmlB,100.00%,100.00%;KL24_19_gne1,100.00%,100.00%;KL24_06_rmlA,100.00%,100.00%;KL24_16_galU,100.00%,100.00%;KL24_10_gtr47,100.00%,100.00%;KL24_07_fdtE,100.00%,100.00%;KL24_15_itrA3,100.00%,100.00%;KL24_02_wzb,100.00%,100.00%;KL24_12_orf_KL24,100.00%,100.00%	?	1	KL52_17_pgm,99.78%,100.00%	0 / 21 (0.00%)		0			wzy-GI2,100.00%,100.00%
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006493705.1_ASM649370v1_genomic	KL15	K15	Typeable		99.94%	100.00%	0	22 / 22 (100.00%)	KL15_01_wzc,100.00%,100.00%;KL15_16_gdr,100.00%,100.00%;KL15_20_gpi,99.82%,100.00%;KL15_17_orf_KL15,100.00%,100.00%;KL15_09_wzx_KL15,100.00%,100.00%;KL15_10_wzy_KL15,100.00%,100.00%;KL15_04_gna3,100.00%,100.00%;KL15_22_pgm,99.12%,100.00%;KL15_19_ugd,100.00%,100.00%;KL15_12_gtr36,100.00%,100.00%;KL15_15_qhbB,100.00%,100.00%;KL15_03_wza,100.00%,100.00%;KL15_11_gtr35,100.00%,100.00%;KL15_08_gtr34,100.00%,100.00%;KL15_07_dgaC,100.00%,100.00%;KL15_21_gne1,99.71%,100.00%;KL15_05_dgaA,100.00%,100.00%;KL15_18_galU,100.00%,100.00%;KL15_14_qhbC,100.00%,100.00%;KL15_13_itrA1,100.00%,100.00%;KL15_06_dgaB,100.00%,100.00%;KL15_02_wzb,100.00%,100.00%	?	0		0 / 22 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006493735.1_ASM649373v1_genomic	KL4	K4	Untypeable	+-*!	99.86%	99.43%	-159	22 / 23 (95.65%)	KL4_01_wzc,99.86%,100.00%;KL4_15_gdr,99.82%,100.00%;KL4_21_gpi,99.82%,100.00%;KL4_06_wzx_KL4,100.00%,100.00%;KL4_09_wzy_KL4,100.00%,100.00%;KL4_17_atr4,99.78%,100.00%;KL4_04_gna1,100.00%,100.00%;KL4_20_ugd,99.76%,100.00%;KL4_11_gtr12,99.74%,100.00%;KL4_03_wza,100.00%,100.00%;KL4_10_gtr11,99.73%,100.00%;KL4_05_gne2,100.00%,100.00%;KL4_16_gne3,100.00%,100.00%;KL4_13_itrB1,100.00%,100.00%;KL4_07_ptr1,100.00%,100.00%;KL4_12_qnr1,99.68%,100.00%;KL4_22_gne1,98.80%,98.13%;KL4_19_galU,100.00%,100.00%;KL4_08_gtr10,100.00%,100.00%;KL4_14_atr3,100.00%,100.00%;KL4_02_wzb,100.00%,100.00%;KL4_18_atr5,69.84%,99.53%,below_id_threshold	?	1	KL51_17_pgt1,28.00%,15.26%,partial	0 / 23 (0.00%)		2	KL149_21_pgt1,100.00%,86.48%,partial;KL76_16_pgm,100.00%,100.00%	KL149_21_pgt1,100.00%,86.48%,partial;KL51_17_pgt1,28.00%,15.26%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006493745.1_ASM649374v1_genomic	KL25	K25	Untypeable	*	99.71%	100.00%	6	19 / 19 (100.00%)	KL25_01_wzc,100.00%,100.00%;KL25_14_gdr,100.00%,100.00%;KL25_17_gpi,100.00%,100.00%;KL25_19_pgm,100.00%,100.00%;KL25_04_gna2,100.00%,100.00%;KL25_16_ugd,100.00%,100.00%;KL25_06_mnaB,100.00%,100.00%;KL25_09_wzy_KL25,100.00%,100.00%;KL25_07_wzx_KL25,100.00%,100.00%;KL25_13_qhbB,98.95%,100.00%;KL25_03_wza,100.00%,100.00%;KL25_05_mnaA,100.00%,100.00%;KL25_18_gne1,100.00%,100.00%;KL25_10_gtr52,80.00%,100.00%,below_id_threshold;KL25_08_gtr51,95.83%,100.00%;KL25_15_galU,100.00%,100.00%;KL25_12_qhbA,100.00%,100.00%;KL25_11_itrA1,100.00%,99.44%;KL25_02_wzb,100.00%,100.00%	?	0		0 / 19 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006493755.1_ASM649375v1_genomic	KL7	K7	Typeable		100.00%	100.00%	0	22 / 22 (100.00%)	KL7_01_wzc,100.00%,100.00%;KL7_20_gpi,100.00%,100.00%;KL7_22_pgm,100.00%,100.00%;KL7_04_gna2,100.00%,100.00%;KL7_19_ugd,100.00%,100.00%;KL7_12_wzx_KL5,100.00%,100.00%;KL7_05_lgaA,100.00%,100.00%;KL7_06_lgaB,100.00%,100.00%;KL7_07_lgaC,100.00%,100.00%;KL7_03_wza,100.00%,100.00%;KL7_08_lgaD,100.00%,100.00%;KL7_15_gtr14,100.00%,100.00%;KL7_14_wzy_KL7,100.00%,100.00%;KL7_16_gtr15,100.00%,100.00%;KL7_21_gne1,100.00%,100.00%;KL7_13_gtr13,100.00%,100.00%;KL7_18_galU,100.00%,100.00%;KL7_10_lgaF,100.00%,100.00%;KL7_11_lgaG,100.00%,100.00%;KL7_09_lgaE,100.00%,100.00%;KL7_17_itrA2,100.00%,100.00%;KL7_02_wzb,100.00%,100.00%	?	0		0 / 22 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006493765.1_ASM649376v1_genomic	KL107	unknown	Untypeable	?+-*	99.83%	95.10%	n/a	16 / 19 (84.21%)	KL107_01_wzc,99.73%,100.00%;KL107_03_wza,100.00%,100.00%;KL107_02_wzb,100.00%,100.00%;KL107_14_gdr,100.00%,100.00%;KL107_04_gna1,99.76%,100.00%;KL107_16_ugd,100.00%,100.00%;KL107_06_wzx_KL1,99.50%,100.00%;KL107_13_qhbB,100.00%,100.00%;KL107_08_wzy_KL1,99.74%,100.00%;KL107_10_gtr2,99.74%,100.00%;KL107_07_gtr1,99.72%,100.00%;KL107_05_gne2,99.12%,100.00%;KL107_09_atr1,41.98%,100.00%,below_id_threshold;KL107_15_galU,100.00%,100.00%;KL107_12_qhbA,100.00%,100.00%;KL107_11_itrA1,100.00%,100.00%	?	2	KL17_17_gpi,100.00%,100.00%;KL1_18_pgm,99.78%,100.00%	0 / 19 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006493815.1_ASM649381v1_genomic	KL9	K9	Typeable	+-	100.00%	100.00%	1	20 / 21 (95.24%)	KL9_01_wzc,100.00%,100.00%;KL9_19_gpi,100.00%,100.00%;KL9_21_pgm,100.00%,100.00%;KL9_04_gna1,100.00%,100.00%;KL9_18_ugd,100.00%,100.00%;KL9_06_wzx_KL9,100.00%,100.00%;KL9_08_gtr21,100.00%,100.00%;KL9_03_wza,100.00%,100.00%;KL9_12_fnlC,100.00%,100.00%;KL9_11_fnlB,100.00%,100.00%;KL9_10_fnlA,100.00%,100.00%;KL9_13_gtr20,100.00%,100.00%;KL9_05_gne2,100.00%,100.00%;KL9_20_gne1,100.00%,100.00%;KL9_15_itrB2,100.00%,100.00%;KL9_14_qnr3,100.00%,100.00%;KL9_07_wzy_KL9,100.00%,100.00%;KL9_17_galU,100.00%,100.00%;KL9_16_itrA3,100.00%,100.00%;KL9_02_wzb,100.00%,100.00%	?	1	KL222_09_gtr22,100.00%,100.00%	0 / 21 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006493835.1_ASM649383v1_genomic	KL108	unknown	Typeable		99.95%	100.00%	0	27 / 27 (100.00%)	KL108_01_wzc,100.00%,100.00%;KL108_25_gpi,100.00%,100.00%;KL108_12_gtr59,100.00%,100.00%;KL108_27_pgm,100.00%,100.00%;KL108_04_gna2,100.00%,100.00%;KL108_24_ugd,100.00%,100.00%;KL108_05_lgaA,100.00%,100.00%;KL108_13_wzx_KL62,99.75%,100.00%;KL108_06_lgaB,100.00%,100.00%;KL108_07_lgaC,100.00%,100.00%;KL108_03_wza,100.00%,100.00%;KL108_18_fnlC,100.00%,100.00%;KL108_17_fnlB,100.00%,100.00%;KL108_14_wzy_KL108,99.73%,100.00%;KL108_08_lgaH,99.73%,100.00%;KL108_19_gtr20,100.00%,100.00%;KL108_16_fnlA,100.00%,100.00%;KL108_15_gtr128,100.00%,100.00%;KL108_26_gne1,100.00%,100.00%;KL108_21_itrB2,100.00%,100.00%;KL108_20_qnr3,100.00%,100.00%;KL108_23_galU,100.00%,100.00%;KL108_10_lgaF,100.00%,100.00%;KL108_11_lgaG,100.00%,100.00%;KL108_09_lgaI,99.54%,100.00%;KL108_22_itrA3,100.00%,100.00%;KL108_02_wzb,100.00%,100.00%	?	0		0 / 27 (0.00%)		0			
