Kaptive version	Database name	Database version	Assembly	Best match locus	Best match type	Match confidence	Problems	Identity	Coverage	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details	Truncated genes, details	Extra genes, details
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	T7-179_50	KL9	K9	Untypeable	+-	99.40%	100.00%	5807	14 / 19 (73.68%)	KL9_06_wzc,99.86%,100.00%;KL9_07_wbaP2,99.37%,100.00%;KL9_14_gnd,99.57%,100.00%;KL9_12_ghl7,99.08%,100.00%;KL9_13_wzx_KL9,99.29%,100.00%;KL9_10_wzy_KL9,98.98%,100.00%;KL9_19_ugd1,100.00%,100.00%;KL9_15_rmlB,99.44%,100.00%;KL9_09_gtr30,99.04%,100.00%;KL9_04_wza,98.94%,100.00%;KL9_08_gtr29,99.01%,100.00%;KL9_11_gtr31,98.62%,100.00%;KL9_18_rmlC,98.92%,100.00%;KL9_05_wzb,100.00%,100.00%	?	8	KL137_18_manC,100.00%,100.00%;KL135_03_wzi,100.00%,100.00%;KL30_19_manB,99.78%,98.15%;KL135_01_galF,100.00%,100.00%;KL183_17_rmlD,98.99%,100.00%;KL150_19_gae,97.91%,100.00%;KL159_17_rmlA,100.00%,100.00%;KL135_02_cpsACP,100.00%,100.00%	0 / 19 (0.00%)		3	KL4_04_nhaP2-1,79.87%,88.19%,truncated;KL137_20_rmlB,80.17%,64.23%,truncated;KL164_19_rmlA,77.08%,87.47%,truncated	KL4_04_nhaP2-1,79.87%,88.19%,truncated;KL137_20_rmlB,80.17%,64.23%,truncated;KL164_19_rmlA,77.08%,87.47%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	T7-179_90	KL9	K9	Untypeable	+-	99.40%	100.00%	5807	14 / 19 (73.68%)	KL9_06_wzc,99.86%,100.00%;KL9_07_wbaP2,99.37%,100.00%;KL9_14_gnd,99.57%,100.00%;KL9_12_ghl7,99.08%,100.00%;KL9_13_wzx_KL9,99.29%,100.00%;KL9_10_wzy_KL9,98.98%,100.00%;KL9_19_ugd1,100.00%,100.00%;KL9_15_rmlB,99.44%,100.00%;KL9_09_gtr30,99.04%,100.00%;KL9_04_wza,98.94%,100.00%;KL9_08_gtr29,99.01%,100.00%;KL9_11_gtr31,98.62%,100.00%;KL9_18_rmlC,98.92%,100.00%;KL9_05_wzb,100.00%,100.00%	?	8	KL137_18_manC,100.00%,100.00%;KL135_03_wzi,100.00%,100.00%;KL30_19_manB,99.78%,98.15%;KL135_01_galF,100.00%,100.00%;KL183_17_rmlD,98.99%,100.00%;KL150_19_gae,97.91%,100.00%;KL159_17_rmlA,100.00%,100.00%;KL135_02_cpsACP,100.00%,100.00%	0 / 19 (0.00%)		3	KL4_04_nhaP2-1,79.87%,88.19%,truncated;KL137_20_rmlB,80.17%,64.23%,truncated;KL164_19_rmlA,77.08%,87.47%,truncated	KL4_04_nhaP2-1,79.87%,88.19%,truncated;KL137_20_rmlB,80.17%,64.23%,truncated;KL164_19_rmlA,77.08%,87.47%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	T7-179	KL9	K9	Untypeable	+-	99.40%	100.00%	5807	14 / 19 (73.68%)	KL9_06_wzc,99.86%,100.00%;KL9_07_wbaP2,99.37%,100.00%;KL9_14_gnd,99.57%,100.00%;KL9_12_ghl7,99.08%,100.00%;KL9_13_wzx_KL9,99.29%,100.00%;KL9_10_wzy_KL9,98.98%,100.00%;KL9_19_ugd1,100.00%,100.00%;KL9_15_rmlB,99.44%,100.00%;KL9_09_gtr30,99.04%,100.00%;KL9_04_wza,98.94%,100.00%;KL9_08_gtr29,99.01%,100.00%;KL9_11_gtr31,98.62%,100.00%;KL9_18_rmlC,98.92%,100.00%;KL9_05_wzb,100.00%,100.00%	?	8	KL137_18_manC,100.00%,100.00%;KL135_03_wzi,100.00%,100.00%;KL30_19_manB,99.78%,98.15%;KL135_01_galF,100.00%,100.00%;KL183_17_rmlD,98.99%,100.00%;KL150_19_gae,97.91%,100.00%;KL159_17_rmlA,100.00%,100.00%;KL135_02_cpsACP,100.00%,100.00%	0 / 19 (0.00%)		3	KL4_04_nhaP2-1,79.87%,88.19%,truncated;KL137_20_rmlB,80.17%,64.23%,truncated;KL164_19_rmlA,77.08%,87.47%,truncated	KL4_04_nhaP2-1,79.87%,88.19%,truncated;KL137_20_rmlB,80.17%,64.23%,truncated;KL164_19_rmlA,77.08%,87.47%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	T7-180_10	KL46	K46	Untypeable	?+-!	99.71%	85.56%	n/a	31 / 33 (95.00%)	KL46_20_ugd1,98.61%,18.51%,partial;KL46_15_wzx_KL46,100.00%,100.00%;KL46_16_gtr181,100.00%,100.00%;KL46_17_gnd,100.00%,50.04%,partial;KL46_19_manB,95.83%,5.32%,truncated;KL46_04_wza,99.74%,100.00%;KL46_05_wzb,100.00%,48.15%,partial;KL46_10_ghl42,99.50%,99.34%;KL46_09_wzy_KL46,100.00%,20.60%,truncated;KL46_12_gtr179,100.00%,90.19%,partial;KL46_11_gtr178,100.00%,33.05%,partial;KL46_07_wbaP16,100.00%,72.69%,partial;KL46_08_gtr177,100.00%,23.16%,partial;KL46_09_wzy_KL46,99.63%,67.74%,partial;KL46_08_gtr177,100.00%,19.49%,partial;KL46_06_wzc,100.00%,40.96%,partial;KL46_13_gtr180,100.00%,70.26%,partial;KL46_12_gtr179,100.00%,8.54%,partial;KL46_02_cpsACP,99.52%,100.00%;KL46_01_galF,100.00%,76.92%,partial;KL46_07_wbaP16,100.00%,25.98%,partial;KL46_06_wzc,98.39%,8.60%,partial;KL46_06_wzc,100.00%,23.62%,partial;KL46_18_manC,99.79%,100.00%;KL46_19_manB,100.00%,92.71%,partial;KL46_17_gnd,100.00%,44.21%,partial;KL46_20_ugd1,100.00%,13.02%,partial;KL46_19_manB,100.00%,7.29%,partial;KL46_14_ptr23,100.00%,27.23%,partial;KL46_13_gtr180,100.00%,24.65%,partial;KL46_20_ugd1,99.49%,50.39%,partial	?	3	KL150_19_gae,99.40%,100.00%;KL52_03_wzi,100.00%,9.37%,partial;KL4_01_galF,100.00%,22.65%,truncated	0 / 33 (0.00%)		6	KL50_10_ubiG,99.17%,90.75%,partial;KL50_09_wzx_KL50,100.00%,24.07%,truncated;KL48_17_rmlB,78.42%,78.31%,truncated;KL103_18_rmlA,76.28%,87.47%,truncated;KL2_03_wzi,98.25%,33.93%,partial;KL140_03_wzi,100.00%,23.43%,partial	KL50_10_ubiG,99.17%,90.75%,partial;KL46_20_ugd1,98.61%,18.51%,partial;KL46_17_gnd,100.00%,50.04%,partial;KL46_19_manB,95.83%,5.32%,truncated;KL46_05_wzb,100.00%,48.15%,partial;KL52_03_wzi,100.00%,9.37%,partial;KL46_09_wzy_KL46,100.00%,20.60%,truncated;KL46_12_gtr179,100.00%,90.19%,partial;KL46_11_gtr178,100.00%,33.05%,partial;KL46_07_wbaP16,100.00%,72.69%,partial;KL46_08_gtr177,100.00%,23.16%,partial;KL50_09_wzx_KL50,100.00%,24.07%,truncated;KL46_09_wzy_KL46,99.63%,67.74%,partial;KL46_08_gtr177,100.00%,19.49%,partial;KL46_06_wzc,100.00%,40.96%,partial;KL48_17_rmlB,78.42%,78.31%,truncated;KL103_18_rmlA,76.28%,87.47%,truncated;KL46_13_gtr180,100.00%,70.26%,partial;KL46_12_gtr179,100.00%,8.54%,partial;KL4_01_galF,100.00%,22.65%,truncated;KL2_03_wzi,98.25%,33.93%,partial;KL46_01_galF,100.00%,76.92%,partial;KL46_07_wbaP16,100.00%,25.98%,partial;KL46_06_wzc,98.39%,8.60%,partial;KL46_06_wzc,100.00%,23.62%,partial;KL46_19_manB,100.00%,92.71%,partial;KL46_17_gnd,100.00%,44.21%,partial;KL46_20_ugd1,100.00%,13.02%,partial;KL46_19_manB,100.00%,7.29%,partial;KL140_03_wzi,100.00%,23.43%,partial;KL46_14_ptr23,100.00%,27.23%,partial;KL46_13_gtr180,100.00%,24.65%,partial;KL46_20_ugd1,99.49%,50.39%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	T7-180_20	KL46	K46	Untypeable	?+-!	99.68%	100.00%	n/a	24 / 25 (95.00%)	KL46_10_ghl42,99.75%,100.00%;KL46_12_gtr179,100.00%,100.00%;KL46_11_gtr178,100.00%,100.00%;KL46_13_gtr180,100.00%,68.66%,partial;KL46_09_wzy_KL46,100.00%,33.42%,truncated;KL46_08_gtr177,99.74%,100.00%;KL46_09_wzy_KL46,99.64%,68.65%,truncated;KL46_07_wbaP16,100.00%,12.75%,truncated;KL46_06_wzc,100.00%,100.00%;KL46_07_wbaP16,100.00%,86.20%,partial;KL46_04_wza,100.00%,100.00%;KL46_01_galF,100.00%,100.00%;KL46_02_cpsACP,99.52%,100.00%;KL46_05_wzb,100.00%,100.00%;KL46_15_wzx_KL46,100.00%,100.00%;KL46_18_manC,99.79%,100.00%;KL46_17_gnd,100.00%,100.00%;KL46_18_manC,99.58%,100.00%;KL46_19_manB,100.00%,100.00%;KL46_19_manB,99.78%,98.10%;KL46_20_ugd1,99.74%,100.00%;KL46_16_gtr181,100.00%,100.00%;KL46_14_ptr23,100.00%,100.00%;KL46_13_gtr180,100.00%,31.74%,truncated	?	4	KL102_03_wzi,96.25%,100.00%;KL50_10_ubiG,99.62%,100.00%;KL150_19_gae,99.40%,100.00%;KL50_09_wzx_KL50,100.00%,24.07%,truncated	0 / 25 (0.00%)		3	KL4_04_nhaP2-1,79.26%,77.33%,truncated;KL48_17_rmlB,78.42%,78.31%,truncated;KL103_18_rmlA,76.28%,87.47%,truncated	KL46_13_gtr180,100.00%,68.66%,partial;KL46_09_wzy_KL46,100.00%,33.42%,truncated;KL46_09_wzy_KL46,99.64%,68.65%,truncated;KL46_07_wbaP16,100.00%,12.75%,truncated;KL4_04_nhaP2-1,79.26%,77.33%,truncated;KL48_17_rmlB,78.42%,78.31%,truncated;KL103_18_rmlA,76.28%,87.47%,truncated;KL46_07_wbaP16,100.00%,86.20%,partial;KL46_13_gtr180,100.00%,31.74%,truncated;KL50_09_wzx_KL50,100.00%,24.07%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	T7-180_30	KL46	K46	Untypeable	+-!	99.71%	100.00%	10013	21 / 22 (95.00%)	KL46_06_wzc,100.00%,100.00%;KL46_15_wzx_KL46,100.00%,100.00%;KL46_07_wbaP16,100.00%,100.00%;KL46_18_manC,99.79%,100.00%;KL46_17_gnd,100.00%,100.00%;KL46_18_manC,99.58%,100.00%;KL46_19_manB,100.00%,100.00%;KL46_19_manB,99.78%,98.10%;KL46_10_ghl42,99.75%,100.00%;KL46_09_wzy_KL46,99.75%,100.00%;KL46_08_gtr177,99.74%,100.00%;KL46_04_wza,100.00%,100.00%;KL46_20_ugd1,99.74%,100.00%;KL46_12_gtr179,100.00%,100.00%;KL46_11_gtr178,100.00%,100.00%;KL46_13_gtr180,100.00%,100.00%;KL46_01_galF,100.00%,100.00%;KL46_16_gtr181,100.00%,100.00%;KL46_14_ptr23,100.00%,100.00%;KL46_02_cpsACP,99.52%,100.00%;KL46_05_wzb,100.00%,100.00%	?	4	KL50_10_ubiG,99.62%,100.00%;KL102_03_wzi,96.25%,100.00%;KL150_19_gae,99.40%,100.00%;KL50_09_wzx_KL50,100.00%,24.07%,truncated	0 / 22 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL48_17_rmlB,78.42%,78.31%,truncated;KL148_16_rmlA,76.28%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL48_17_rmlB,78.42%,78.31%,truncated;KL148_16_rmlA,76.28%,87.47%,truncated;KL50_09_wzx_KL50,100.00%,24.07%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	T7-180_50	KL46	K46	Untypeable	+-!	99.71%	100.00%	10013	21 / 22 (95.00%)	KL46_06_wzc,100.00%,100.00%;KL46_15_wzx_KL46,100.00%,100.00%;KL46_07_wbaP16,100.00%,100.00%;KL46_18_manC,99.79%,100.00%;KL46_17_gnd,100.00%,100.00%;KL46_18_manC,99.58%,100.00%;KL46_19_manB,100.00%,100.00%;KL46_19_manB,99.78%,98.10%;KL46_10_ghl42,99.75%,100.00%;KL46_09_wzy_KL46,99.75%,100.00%;KL46_08_gtr177,99.74%,100.00%;KL46_04_wza,100.00%,100.00%;KL46_20_ugd1,99.74%,100.00%;KL46_12_gtr179,100.00%,100.00%;KL46_11_gtr178,100.00%,100.00%;KL46_13_gtr180,100.00%,100.00%;KL46_01_galF,100.00%,100.00%;KL46_16_gtr181,100.00%,100.00%;KL46_14_ptr23,100.00%,100.00%;KL46_02_cpsACP,99.52%,100.00%;KL46_05_wzb,100.00%,100.00%	?	4	KL50_10_ubiG,99.62%,100.00%;KL102_03_wzi,96.25%,100.00%;KL150_19_gae,99.40%,100.00%;KL50_09_wzx_KL50,100.00%,24.07%,truncated	0 / 22 (0.00%)		3	KL48_17_rmlB,78.42%,78.31%,truncated;KL148_16_rmlA,76.28%,87.47%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	KL48_17_rmlB,78.42%,78.31%,truncated;KL148_16_rmlA,76.28%,87.47%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL50_09_wzx_KL50,100.00%,24.07%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	T7-180_90	KL46	K46	Untypeable	+-!	99.71%	100.00%	10013	21 / 22 (95.00%)	KL46_06_wzc,100.00%,100.00%;KL46_15_wzx_KL46,100.00%,100.00%;KL46_07_wbaP16,100.00%,100.00%;KL46_18_manC,99.79%,100.00%;KL46_17_gnd,100.00%,100.00%;KL46_18_manC,99.58%,100.00%;KL46_19_manB,100.00%,100.00%;KL46_19_manB,99.78%,98.10%;KL46_10_ghl42,99.75%,100.00%;KL46_09_wzy_KL46,99.75%,100.00%;KL46_08_gtr177,99.74%,100.00%;KL46_04_wza,100.00%,100.00%;KL46_20_ugd1,99.74%,100.00%;KL46_12_gtr179,100.00%,100.00%;KL46_11_gtr178,100.00%,100.00%;KL46_13_gtr180,100.00%,100.00%;KL46_01_galF,100.00%,100.00%;KL46_16_gtr181,100.00%,100.00%;KL46_14_ptr23,100.00%,100.00%;KL46_02_cpsACP,99.52%,100.00%;KL46_05_wzb,100.00%,100.00%	?	4	KL50_10_ubiG,99.62%,100.00%;KL102_03_wzi,96.25%,100.00%;KL150_19_gae,99.40%,100.00%;KL50_09_wzx_KL50,100.00%,24.07%,truncated	0 / 22 (0.00%)		3	KL48_17_rmlB,78.42%,78.31%,truncated;KL148_16_rmlA,76.28%,87.47%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	KL48_17_rmlB,78.42%,78.31%,truncated;KL148_16_rmlA,76.28%,87.47%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL50_09_wzx_KL50,100.00%,24.07%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	T7-180	KL46	K46	Untypeable	+-!	99.71%	100.00%	10013	21 / 22 (95.00%)	KL46_06_wzc,100.00%,100.00%;KL46_15_wzx_KL46,100.00%,100.00%;KL46_07_wbaP16,100.00%,100.00%;KL46_18_manC,99.79%,100.00%;KL46_17_gnd,100.00%,100.00%;KL46_18_manC,99.58%,100.00%;KL46_19_manB,100.00%,100.00%;KL46_19_manB,99.78%,98.10%;KL46_10_ghl42,99.75%,100.00%;KL46_09_wzy_KL46,99.75%,100.00%;KL46_08_gtr177,99.74%,100.00%;KL46_04_wza,100.00%,100.00%;KL46_20_ugd1,99.74%,100.00%;KL46_12_gtr179,100.00%,100.00%;KL46_11_gtr178,100.00%,100.00%;KL46_13_gtr180,100.00%,100.00%;KL46_01_galF,100.00%,100.00%;KL46_16_gtr181,100.00%,100.00%;KL46_14_ptr23,100.00%,100.00%;KL46_02_cpsACP,99.52%,100.00%;KL46_05_wzb,100.00%,100.00%	?	4	KL50_10_ubiG,99.62%,100.00%;KL102_03_wzi,96.25%,100.00%;KL150_19_gae,99.40%,100.00%;KL50_09_wzx_KL50,100.00%,24.07%,truncated	0 / 22 (0.00%)		3	KL48_17_rmlB,78.42%,78.31%,truncated;KL148_16_rmlA,76.28%,87.47%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	KL48_17_rmlB,78.42%,78.31%,truncated;KL148_16_rmlA,76.28%,87.47%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL50_09_wzx_KL50,100.00%,24.07%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	T7-181_10	KL28	K28	Untypeable	?+-!	99.87%	85.92%	n/a	26 / 27 (94.74%)	KL28_13_wzx_KL28,100.00%,100.00%;KL28_14_gtr108,100.00%,100.00%;KL28_11_gtr106,100.00%,100.00%;KL28_12_gtr107,99.70%,100.00%;KL28_15_wcaJ15,100.00%,32.33%,partial;KL28_10_wzy_KL28,100.00%,31.75%,truncated;KL28_08_ghl25,100.00%,100.00%;KL28_09_gtr105,100.00%,45.36%,partial;KL28_16_gnd,100.00%,100.00%;KL28_15_wcaJ15,100.00%,57.76%,partial;KL28_17_manC,100.00%,18.71%,partial;KL28_01_galF,100.00%,23.52%,partial;KL28_09_gtr105,100.00%,57.65%,partial;KL28_10_wzy_KL28,100.00%,39.60%,partial;KL28_06_wzc,100.00%,30.63%,partial;KL28_05_wzb,100.00%,100.00%;KL28_07_gtr104,100.00%,54.24%,partial;KL28_06_wzc,100.00%,18.37%,partial;KL28_19_ugd1,99.72%,92.29%,partial;KL28_04_wza,99.48%,51.14%,partial;KL28_17_manC,100.00%,17.58%,partial;KL28_18_manB,100.00%,100.00%;KL28_17_manC,100.00%,41.67%,truncated;KL28_19_ugd1,94.74%,9.77%,partial;KL28_01_galF,99.12%,76.14%,partial;KL28_02_cpsACP,100.00%,49.52%,partial	?	2	KL150_19_gae,99.10%,100.00%;KL12_03_wzi,100.00%,10.74%,partial	0 / 27 (0.00%)		6	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL40_05_gtr151,97.45%,61.85%,partial;KL159_16_rmlB,85.61%,39.25%,partial;KL103_18_rmlA,76.68%,87.47%,truncated;KL30_03_wzi,97.59%,32.94%,partial;KL112_03_wzi,100.00%,16.81%,partial	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL28_15_wcaJ15,100.00%,32.33%,partial;KL28_10_wzy_KL28,100.00%,31.75%,truncated;KL40_05_gtr151,97.45%,61.85%,partial;KL159_16_rmlB,85.61%,39.25%,partial;KL28_09_gtr105,100.00%,45.36%,partial;KL28_15_wcaJ15,100.00%,57.76%,partial;KL28_17_manC,100.00%,18.71%,partial;KL28_01_galF,100.00%,23.52%,partial;KL28_09_gtr105,100.00%,57.65%,partial;KL28_10_wzy_KL28,100.00%,39.60%,partial;KL103_18_rmlA,76.68%,87.47%,truncated;KL30_03_wzi,97.59%,32.94%,partial;KL28_06_wzc,100.00%,30.63%,partial;KL28_07_gtr104,100.00%,54.24%,partial;KL28_06_wzc,100.00%,18.37%,partial;KL28_19_ugd1,99.72%,92.29%,partial;KL28_04_wza,99.48%,51.14%,partial;KL12_03_wzi,100.00%,10.74%,partial;KL112_03_wzi,100.00%,16.81%,partial;KL28_17_manC,100.00%,17.58%,partial;KL28_17_manC,100.00%,41.67%,truncated;KL28_19_ugd1,94.74%,9.77%,partial;KL28_01_galF,99.12%,76.14%,partial;KL28_02_cpsACP,100.00%,49.52%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	T7-181_20	KL28	K28	Untypeable	?+-!	99.75%	100.00%	n/a	19 / 20 (94.74%)	KL28_15_wcaJ15,100.00%,70.26%,truncated;KL28_16_gnd,100.00%,57.36%,truncated;KL28_06_wzc,99.86%,100.00%;KL28_13_wzx_KL28,100.00%,100.00%;KL28_10_wzy_KL28,100.00%,100.00%;KL28_14_gtr108,100.00%,100.00%;KL28_11_gtr106,100.00%,100.00%;KL28_04_wza,99.74%,100.00%;KL28_09_gtr105,100.00%,100.00%;KL28_08_ghl25,100.00%,100.00%;KL28_12_gtr107,99.70%,100.00%;KL28_07_gtr104,100.00%,100.00%;KL28_01_galF,100.00%,100.00%;KL28_02_cpsACP,100.00%,100.00%;KL28_15_wcaJ15,100.00%,32.69%,truncated;KL28_05_wzb,100.00%,100.00%;KL28_18_manB,100.00%,100.00%;KL28_19_ugd1,99.49%,100.00%;KL28_17_manC,100.00%,41.67%,truncated	?	2	KL12_03_wzi,99.16%,100.00%;KL150_19_gae,99.10%,100.00%	0 / 20 (0.00%)		4	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL40_05_gtr151,98.42%,99.48%;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL28_15_wcaJ15,100.00%,70.26%,truncated;KL28_16_gnd,100.00%,57.36%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL28_15_wcaJ15,100.00%,32.69%,truncated;KL28_17_manC,100.00%,41.67%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	T7-181_30	KL28	K28	Untypeable	+-	99.78%	100.00%	9591	18 / 19 (94.74%)	KL28_06_wzc,99.86%,100.00%;KL28_17_manC,100.00%,100.00%;KL28_16_gnd,100.00%,100.00%;KL28_15_wcaJ15,100.00%,100.00%;KL28_18_manB,100.00%,100.00%;KL28_13_wzx_KL28,100.00%,100.00%;KL28_10_wzy_KL28,100.00%,100.00%;KL28_14_gtr108,100.00%,100.00%;KL28_11_gtr106,100.00%,100.00%;KL28_04_wza,99.74%,100.00%;KL28_19_ugd1,99.49%,100.00%;KL28_09_gtr105,100.00%,100.00%;KL28_08_ghl25,100.00%,100.00%;KL28_12_gtr107,99.70%,100.00%;KL28_07_gtr104,100.00%,100.00%;KL28_01_galF,100.00%,97.77%;KL28_02_cpsACP,100.00%,100.00%;KL28_05_wzb,100.00%,100.00%	?	3	KL12_03_wzi,99.16%,100.00%;KL40_05_gtr151,98.42%,99.48%;KL150_19_gae,99.10%,100.00%	0 / 19 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	T7-181_90	KL28	K28	Untypeable	+-	99.78%	100.00%	9611	18 / 19 (94.74%)	KL28_06_wzc,99.86%,100.00%;KL28_17_manC,100.00%,100.00%;KL28_16_gnd,100.00%,100.00%;KL28_15_wcaJ15,100.00%,100.00%;KL28_18_manB,100.00%,100.00%;KL28_13_wzx_KL28,100.00%,100.00%;KL28_10_wzy_KL28,100.00%,100.00%;KL28_14_gtr108,100.00%,100.00%;KL28_11_gtr106,100.00%,100.00%;KL28_04_wza,99.74%,100.00%;KL28_19_ugd1,99.49%,100.00%;KL28_09_gtr105,100.00%,100.00%;KL28_08_ghl25,100.00%,100.00%;KL28_12_gtr107,99.70%,100.00%;KL28_07_gtr104,100.00%,100.00%;KL28_01_galF,100.00%,100.00%;KL28_02_cpsACP,100.00%,100.00%;KL28_05_wzb,100.00%,100.00%	?	3	KL12_03_wzi,99.16%,100.00%;KL40_05_gtr151,98.42%,99.48%;KL150_19_gae,99.10%,100.00%	0 / 19 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	T7-181	KL28	K28	Untypeable	+-	99.78%	100.00%	9611	18 / 19 (94.74%)	KL28_06_wzc,99.86%,100.00%;KL28_17_manC,100.00%,100.00%;KL28_16_gnd,100.00%,100.00%;KL28_15_wcaJ15,100.00%,100.00%;KL28_18_manB,100.00%,100.00%;KL28_13_wzx_KL28,100.00%,100.00%;KL28_10_wzy_KL28,100.00%,100.00%;KL28_14_gtr108,100.00%,100.00%;KL28_11_gtr106,100.00%,100.00%;KL28_04_wza,99.74%,100.00%;KL28_19_ugd1,99.49%,100.00%;KL28_09_gtr105,100.00%,100.00%;KL28_08_ghl25,100.00%,100.00%;KL28_12_gtr107,99.70%,100.00%;KL28_07_gtr104,100.00%,100.00%;KL28_01_galF,100.00%,100.00%;KL28_02_cpsACP,100.00%,100.00%;KL28_05_wzb,100.00%,100.00%	?	3	KL12_03_wzi,99.16%,100.00%;KL40_05_gtr151,98.42%,99.48%;KL150_19_gae,99.10%,100.00%	0 / 19 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated	
